date,1. open,2. high,3. low,4. close,5. volume
3/26/2020 16:00,256.59,258.66,256.51,258.48,1154900
3/26/2020 15:59,257.78,257.87,255.37,256.508,567630
3/26/2020 15:58,257.29,258,256.92,257.745,443723
3/26/2020 15:57,257.64,258,257,257.29,365368
3/26/2020 15:56,257.955,258.16,256.9401,257.68,428649
3/26/2020 15:55,256.25,258,256.21,257.935,502442
3/26/2020 15:54,256.27,256.5,255.79,256.28,250036
3/26/2020 15:53,255.67,256.33,255.3,256.224,259132
3/26/2020 15:52,255.98,256,255.13,255.68,280069
3/26/2020 15:51,252.67,256.44,252.63,255.97,934161
3/26/2020 15:50,252.89,252.93,252.34,252.67,124441
3/26/2020 15:49,253.56,253.56,252.66,252.89,140387
3/26/2020 15:48,252.89,253.6,252.56,253.56,178644
3/26/2020 15:47,251.96,252.9,251.92,252.85,142518
3/26/2020 15:46,252.85,252.85,251.67,251.93,149085
3/26/2020 15:45,253.03,253.24,252.82,252.96,96017
3/26/2020 15:44,253.0798,253.12,252.4315,253.06,122503
3/26/2020 15:43,252.435,253.24,252.18,253.05,258138
3/26/2020 15:42,252.11,252.58,251.5676,252.41,159289
3/26/2020 15:41,251.3,252.24,251.3,252.0775,195460
3/26/2020 15:40,251.04,251.43,250.61,251.3,193024
3/26/2020 15:39,251.93,251.93,251,251.0659,182512
3/26/2020 15:38,253.06,253.219,251.82,251.86,182078
3/26/2020 15:37,253.63,253.64,252.861,252.965,121000
3/26/2020 15:36,254,254.07,253.51,253.67,135116
3/26/2020 15:35,253.59,254,253.47,254,93306
3/26/2020 15:34,253.43,253.8,253.21,253.57,110400
3/26/2020 15:33,253.65,254,253.45,253.45,190310
3/26/2020 15:32,253.2,253.64,253.16,253.6,154776
3/26/2020 15:31,252.945,253.27,252.7,253.235,86034
3/26/2020 15:30,253.02,253.04,252.67,252.96,60839
3/26/2020 15:29,252.65,253.01,252.63,253.01,72790
3/26/2020 15:28,253.05,253.09,252.5248,252.67,82711
3/26/2020 15:27,253.04,253.34,252.94,253.02,115227
3/26/2020 15:26,252.37,253.01,252.37,253.0003,138723
3/26/2020 15:25,252.5101,252.57,252.2134,252.3987,78783
3/26/2020 15:24,252.475,252.6751,252.28,252.52,82505
3/26/2020 15:23,252.16,252.6,252.01,252.4737,116618
3/26/2020 15:22,252.1258,252.185,251.82,252.12,75222
3/26/2020 15:21,251.73,252.1305,251.7,252.13,98051
3/26/2020 15:20,251.25,251.87,251.195,251.75,117479
3/26/2020 15:19,250.7604,251.35,250.59,251.25,97041
3/26/2020 15:18,251.05,251.05,250.7,250.745,70843
3/26/2020 15:17,250.83,251.06,250.74,251.05,62639
3/26/2020 15:16,251.19,251.19,250.72,250.77,113757
3/26/2020 15:15,251.085,251.26,251,251.17,83033
3/26/2020 15:14,251.6133,251.6133,251,251.088,83497
3/26/2020 15:13,251.69,251.91,251.46,251.58,92672
3/26/2020 15:12,251.78,251.8,251.42,251.71,73958
3/26/2020 15:11,251.5459,251.8,251.41,251.725,76404
