date,1. open,2. high,3. low,4. close,5. volume
3/26/2020 16:00,527.02,529.28,526.62,528.05,137873
3/26/2020 15:59,527.7,527.94,524.5801,527,87341
3/26/2020 15:58,524.92,527.84,524.5748,527.7131,61651
3/26/2020 15:57,525.99,528,524.57,525.005,48073
3/26/2020 15:56,528.2217,528.99,523.76,525.645,62858
3/26/2020 15:55,524.6,528.7399,524.2201,528.2657,75406
3/26/2020 15:54,522.1498,526,521.16,524.905,71704
3/26/2020 15:53,522.0765,524.02,520.61,522.46,46274
3/26/2020 15:52,523.5687,523.7799,520,521.81,49816
3/26/2020 15:51,517.34,524.79,517.33,524.005,109918
3/26/2020 15:50,517.5585,517.99,516.21,516.925,28372
3/26/2020 15:49,519,519.0999,516.19,517.6276,27251
3/26/2020 15:48,517.29,519.45,516.99,519.1384,42074
3/26/2020 15:47,517.5,518.12,515.89,517.2903,34988
3/26/2020 15:46,518.12,518.6,516.94,517.6045,39930
3/26/2020 15:45,519.41,519.47,518.02,518.46,14382
3/26/2020 15:44,520,520,517.63,519.3004,28784
3/26/2020 15:43,517.895,520,517.43,519.44,32232
3/26/2020 15:42,519.5548,519.5548,517.5,518.0028,35410
3/26/2020 15:41,520.3,521.49,518.82,519.59,34561
3/26/2020 15:40,518.445,519.82,516.894,519.82,31794
3/26/2020 15:39,519.38,519.38,516.5,518.46,50546
3/26/2020 15:38,521.2503,521.44,518.01,519.667,54105
3/26/2020 15:37,524.75,524.7999,520.3659,521.08,51858
3/26/2020 15:36,526,526.695,524.49,524.71,32751
3/26/2020 15:35,525.617,526.48,525,525.8,26202
3/26/2020 15:34,524.78,525.8399,523.75,525.18,27848
3/26/2020 15:33,526.32,527.65,524.7625,524.865,62824
3/26/2020 15:32,524.53,526.47,524.53,526.15,37341
3/26/2020 15:31,525.7834,525.7834,524.06,524.825,47213
3/26/2020 15:30,526.105,526.725,525,525.71,52159
3/26/2020 15:29,524.27,526.46,524.0401,525.9222,68499
3/26/2020 15:28,523.71,525,523.2234,524.14,67427
3/26/2020 15:27,521.9924,524,521.9924,523.9,49718
3/26/2020 15:26,520.4311,522.22,520.28,522.125,29777
3/26/2020 15:25,521.1,521.42,520.145,520.33,19824
3/26/2020 15:24,521.41,521.686,520.34,521.12,29146
3/26/2020 15:23,519.2,521.94,519.2,521.51,51998
3/26/2020 15:22,518.692,519.28,518.35,519.25,13407
3/26/2020 15:21,519.4,519.71,518,518.52,28602
3/26/2020 15:20,518.6778,519.4498,518.6778,519.1982,23485
3/26/2020 15:19,517.4801,518.85,517.31,518.7,19374
3/26/2020 15:18,517.88,518.165,517.24,517.64,14234
3/26/2020 15:17,517.22,518.06,517,517.88,14688
3/26/2020 15:16,518.31,518.46,517.01,517.1674,15871
3/26/2020 15:15,518.96,519.28,517.63,518,22264
3/26/2020 15:14,518.96,519.32,518.495,518.8056,19029
3/26/2020 15:13,517.8995,518.97,517.48,518.695,25849
3/26/2020 15:12,517.61,518.13,517.11,517.8836,17527
3/26/2020 15:11,517.32,518.2,517.31,517.75,15010
3/26/2020 15:10,518.33,518.5,517.3,517.3,11932
3/26/2020 15:09,517.54,518.5,517.2,517.8302,15415
3/26/2020 15:08,516.62,517.95,516.3368,517.57,26298
3/26/2020 15:07,518.2742,518.44,516,516.75,29513
3/26/2020 15:06,518.9,519.0636,517.75,518.303,18421
3/26/2020 15:05,518.02,519.16,518.01,519.12,13825
3/26/2020 15:04,519.27,519.4,518.1,518.12,17323
3/26/2020 15:03,519.209,519.379,518.5,519.085,8532
3/26/2020 15:02,518.78,519.97,518.61,519.205,13134
3/26/2020 15:01,519.6,519.76,518.27,519,27252
3/26/2020 15:00,519.425,520.21,519.13,519.92,30181
3/26/2020 14:59,519.38,519.9899,518.99,519.4879,22522
3/26/2020 14:58,518.35,519.49,518.21,519.06,25744
