date,1. open,2. high,3. low,4. close,5. volume
2020-03-27 16:00:00,59.22,59.66,59.22,59.54,23696.0
2020-03-27 15:59:00,59.87,59.87,59.15,59.15,5139.0
2020-03-27 15:58:00,59.94,60.18,59.73,59.785,8879.0
2020-03-27 15:57:00,59.54,59.86,59.37,59.86,7411.0
2020-03-27 15:56:00,59.49,59.8609,59.49,59.61,4575.0
2020-03-27 15:55:00,59.32,59.55,59.32,59.5,2758.0
2020-03-27 15:54:00,59.32,59.65,59.23,59.23,3489.0
2020-03-27 15:53:00,59.615,59.62,59.2399,59.245,3341.0
2020-03-27 15:52:00,60.11,60.3,59.6,59.6,8949.0
2020-03-27 15:51:00,59.79,60.23,59.67,60.21,2181.0
2020-03-27 15:50:00,59.665,59.73,59.54,59.62,1625.0
2020-03-27 15:49:00,59.35,59.685,59.35,59.685,3925.0
2020-03-27 15:48:00,59.24,59.33,59.11,59.33,879.0
2020-03-27 15:47:00,59.38,59.38,59.14,59.14,1748.0
2020-03-27 15:46:00,59.54,59.745,59.45,59.485,1457.0
2020-03-27 15:45:00,59.04,59.48,59.04,59.48,3786.0
2020-03-27 15:44:00,59.24,59.24,58.69,58.69,1269.0
2020-03-27 15:43:00,59.27,59.375,59.12,59.12,2072.0
2020-03-27 15:42:00,59.7,59.7,59.3,59.3,862.0
2020-03-27 15:41:00,60.0,60.0,59.48,59.53,27999.0
2020-03-27 15:40:00,59.85,60.1,59.84,60.015,43806.0
2020-03-27 15:39:00,60.005,60.04,59.89,59.89,1550.0
2020-03-27 15:38:00,59.9,60.115,59.8,59.8,1886.0
2020-03-27 15:37:00,59.645,59.95,59.645,59.94,1785.0
2020-03-27 15:36:00,60.09,60.09,59.56,59.68,3140.0
2020-03-27 15:35:00,60.03,60.09,59.92,60.025,2442.0
2020-03-27 15:34:00,59.99,60.05,59.85,59.99,734.0
2020-03-27 15:33:00,60.15,60.15,60.01,60.04,5465.0
2020-03-27 15:32:00,60.25,60.41,60.2,60.245,1013.0
2020-03-27 15:31:00,60.32,60.58,60.25,60.26,4111.0
2020-03-27 15:30:00,60.6007,60.6007,60.19,60.295,1184.0
2020-03-27 15:29:00,61.005,61.005,60.66,60.67,1781.0
2020-03-27 15:28:00,60.95,61.01,60.95,61.01,583.0
2020-03-27 15:27:00,60.7,60.94,60.55,60.76,1526.0
2020-03-27 15:26:00,60.41,60.53,60.39,60.53,511.0
2020-03-27 15:25:00,60.35,60.45,60.35,60.41,1245.0
2020-03-27 15:24:00,60.19,60.3,60.17,60.3,441.0
2020-03-27 15:23:00,60.12,60.17,60.07,60.17,997.0
2020-03-27 15:22:00,60.165,60.24,60.165,60.24,300.0
2020-03-27 15:21:00,60.21,60.21,60.04,60.1422,755.0
2020-03-27 15:19:00,60.0,60.215,59.835,60.215,2133.0
2020-03-27 15:18:00,60.04,60.04,60.04,60.04,129.0
2020-03-27 15:17:00,59.63,60.1,59.63,60.07,10627.0
2020-03-27 15:16:00,59.36,59.68,59.36,59.63,413.0
2020-03-27 15:15:00,59.43,59.43,59.28,59.35,886.0
2020-03-27 15:14:00,59.99,60.0,59.37,59.58,1811.0
2020-03-27 15:13:00,60.15,60.28,60.03,60.28,2001.0
2020-03-27 15:12:00,60.06,60.06,59.95,59.95,555.0
2020-03-27 15:11:00,60.065,60.065,59.91,59.91,346.0
2020-03-27 15:10:00,60.04,60.15,60.0,60.015,6082.0
2020-03-27 15:09:00,59.81,59.81,59.81,59.81,163.0
2020-03-27 15:08:00,59.82,59.84,59.82,59.84,776.0
2020-03-27 15:07:00,59.683,59.9,59.63,59.63,306.0
2020-03-27 15:06:00,59.79,59.79,59.79,59.79,595.0
2020-03-27 15:05:00,60.19,60.19,59.79,59.79,297.0
2020-03-27 15:04:00,59.41,59.87,59.41,59.87,2737.0
2020-03-27 15:03:00,59.54,59.54,59.4561,59.4561,459.0
2020-03-27 15:02:00,59.91,59.91,59.72,59.72,277.0
2020-03-27 15:01:00,59.84,59.96,59.67,59.67,640.0
2020-03-27 14:59:00,59.79,60.05,59.735,59.97,1712.0
2020-03-27 14:57:00,59.8,59.8,59.76,59.76,951.0
2020-03-27 14:56:00,60.0,60.0,59.955,59.955,281.0
2020-03-27 14:55:00,59.96,60.0,59.96,60.0,648.0
2020-03-27 14:54:00,59.865,59.865,59.76,59.76,244.0
2020-03-27 14:53:00,59.815,59.815,59.72,59.72,264.0
2020-03-27 14:51:00,59.62,59.62,59.62,59.62,162.0
2020-03-27 14:50:00,60.12,60.12,59.76,59.76,281.0
2020-03-27 14:49:00,60.24,60.285,60.0,60.0,1353.0
2020-03-27 14:47:00,60.175,60.39,60.175,60.285,2085.0
2020-03-27 14:46:00,60.205,60.21,60.05,60.05,596.0
2020-03-27 14:45:00,60.35,60.35,60.35,60.35,6361.0
2020-03-27 14:44:00,60.505,60.7,60.37,60.37,255.0
2020-03-27 14:43:00,60.36,60.45,60.36,60.45,483.0
2020-03-27 14:42:00,60.28,60.32,60.2,60.32,2261.0
2020-03-27 14:41:00,60.47,60.47,60.31,60.31,337.0
2020-03-27 14:40:00,60.41,60.41,60.41,60.41,259.0
2020-03-27 14:39:00,60.32,60.32,60.32,60.32,109.0
2020-03-27 14:38:00,60.4,60.76,60.38,60.38,587.0
2020-03-27 14:37:00,60.665,60.665,60.665,60.665,87.0
2020-03-27 14:36:00,60.72,60.72,60.52,60.675,783.0
2020-03-27 14:35:00,60.86,60.94,60.67,60.84,741.0
2020-03-27 14:34:00,60.755,60.755,60.755,60.755,133.0
2020-03-27 14:33:00,60.44,60.44,60.44,60.44,244.0
2020-03-27 14:32:00,60.71,60.71,60.71,60.71,85.0
2020-03-27 14:31:00,60.41,60.41,60.41,60.41,175.0
2020-03-27 14:30:00,60.37,60.37,60.37,60.37,124.0
2020-03-27 14:29:00,60.83,60.83,60.83,60.83,187.0
2020-03-27 14:28:00,61.07,61.07,60.32,60.32,524.0
2020-03-27 14:27:00,60.4,60.8,60.4,60.5787,875.0
2020-03-27 14:26:00,59.75,60.67,59.58,60.67,1880.0
2020-03-27 14:25:00,60.0,60.0,59.52,59.9,631.0
2020-03-27 14:24:00,60.1899,60.1899,60.1899,60.1899,166.0
2020-03-27 14:23:00,59.91,59.91,59.91,59.91,503.0
2020-03-27 14:22:00,60.23,60.23,60.04,60.08,1892.0
2020-03-27 14:21:00,60.24,60.24,60.24,60.24,294.0
2020-03-27 14:20:00,60.445,60.68,60.445,60.68,170.0
2020-03-27 14:19:00,60.49,60.57,60.31,60.395,2010.0
2020-03-27 14:18:00,60.42,60.58,60.305,60.305,137567.0
2020-03-27 14:17:00,60.73,60.84,60.41,60.84,2210.0
2020-03-27 14:15:00,60.16,60.38,60.16,60.38,703.0
