date,1. open,2. high,3. low,4. close,5. volume
2020-03-27 16:00:00,18.7,18.72,18.64,18.64,52629.0
2020-03-27 15:59:00,18.7,18.71,18.69,18.7,21461.0
2020-03-27 15:58:00,18.605,18.72,18.605,18.7,24898.0
2020-03-27 15:57:00,18.51,18.63,18.5,18.61,21250.0
2020-03-27 15:56:00,18.58,18.6,18.5,18.51,20107.0
2020-03-27 15:55:00,18.62,18.62,18.49,18.58,17736.0
2020-03-27 15:54:00,18.52,18.72,18.515,18.65,34744.0
2020-03-27 15:53:00,18.49,18.52,18.48,18.515,16607.0
2020-03-27 15:52:00,18.49,18.52,18.4275,18.5,25941.0
2020-03-27 15:51:00,18.36,18.48,18.35,18.45,15290.0
2020-03-27 15:50:00,18.2,18.345,18.2,18.34,11643.0
2020-03-27 15:49:00,18.19,18.23,18.19,18.205,7757.0
2020-03-27 15:48:00,18.225,18.225,18.14,18.18,6511.0
2020-03-27 15:47:00,18.22,18.22,18.19,18.22,8120.0
2020-03-27 15:46:00,18.25,18.35,18.2124,18.23,11753.0
2020-03-27 15:45:00,18.25,18.28,18.2324,18.2412,8828.0
2020-03-27 15:44:00,18.26,18.27,18.21,18.245,11250.0
2020-03-27 15:43:00,18.26,18.285,18.25,18.26,13843.0
2020-03-27 15:42:00,18.38,18.4,18.27,18.27,7762.0
2020-03-27 15:41:00,18.38,18.425,18.355,18.39,10557.0
2020-03-27 15:40:00,18.5,18.51,18.36,18.39,27081.0
2020-03-27 15:39:00,18.51,18.53,18.5,18.51,8313.0
2020-03-27 15:38:00,18.53,18.56,18.5,18.5,10750.0
2020-03-27 15:37:00,18.52,18.55,18.52,18.53,4964.0
2020-03-27 15:36:00,18.58,18.58,18.53,18.53,7153.0
2020-03-27 15:35:00,18.62,18.64,18.56,18.57,6089.0
2020-03-27 15:34:00,18.71,18.72,18.6,18.62,6125.0
2020-03-27 15:33:00,18.73,18.73,18.63,18.72,5958.0
2020-03-27 15:32:00,18.73,18.78,18.73,18.73,3894.0
2020-03-27 15:31:00,18.79,18.805,18.72,18.74,5512.0
2020-03-27 15:30:00,18.82,18.82,18.78,18.7925,3919.0
2020-03-27 15:29:00,18.83,18.837,18.79,18.837,7892.0
