date,1. open,2. high,3. low,4. close,5. volume
2020-03-30 13:14:00,252.77,252.805,252.5485,252.6,31189.0
2020-03-30 13:13:00,252.795,252.894,252.6691,252.7922,30185.0
2020-03-30 13:12:00,252.67,252.9899,252.66,252.82,60685.0
2020-03-30 13:11:00,252.71,252.87,252.58,252.72,81435.0
2020-03-30 13:10:00,252.56,252.78,252.415,252.78,62382.0
2020-03-30 13:09:00,252.7148,252.85,252.39,252.56,86626.0
2020-03-30 13:08:00,252.895,252.94,252.7,252.76,37961.0
2020-03-30 13:07:00,253.08,253.2,252.77,252.9,58660.0
2020-03-30 13:06:00,253.17,253.21,252.88,253.065,62168.0
2020-03-30 13:05:00,253.14,253.33,253.0047,253.21,46756.0
2020-03-30 13:04:00,253.2,253.5,253.07,253.1798,74072.0
2020-03-30 13:03:00,253.31,253.31,253.11,253.14,54236.0
2020-03-30 13:02:00,253.365,253.4,253.16,253.25,58562.0
2020-03-30 13:01:00,253.74,253.74,253.3,253.34,96020.0
2020-03-30 13:00:00,253.95,254.1,253.76,253.76,0.0
2020-03-30 12:59:00,253.82,254.0,253.8127,253.9509,46143.0
2020-03-30 12:58:00,253.86,254.0,253.82,253.83,39882.0
2020-03-30 12:57:00,253.88,254.0,253.8,253.86,100769.0
2020-03-30 12:56:00,253.9555,253.98,253.63,253.86,114519.0
2020-03-30 12:55:00,253.56,253.98,253.51,253.942,151753.0
2020-03-30 12:54:00,253.46,253.63,253.41,253.53,80275.0
2020-03-30 12:53:00,253.44,253.5,253.3611,253.46,69836.0
2020-03-30 12:52:00,253.31,253.5,253.27,253.4353,146913.0
2020-03-30 12:51:00,253.03,253.35,252.98,253.29,115488.0
2020-03-30 12:50:00,252.85,253.01,252.6841,253.0094,95555.0
2020-03-30 12:49:00,253.0483,253.08,252.8315,252.8745,59448.0
2020-03-30 12:48:00,253.14,253.28,252.91,253.035,68263.0
2020-03-30 12:47:00,252.88,253.145,252.83,253.14,89872.0
2020-03-30 12:46:00,252.71,252.94,252.62,252.8799,66795.0
2020-03-30 12:45:00,252.86,252.86,252.6,252.695,41857.0
2020-03-30 12:44:00,252.72,252.87,252.69,252.8568,44625.0
2020-03-30 12:43:00,252.74,252.79,252.57,252.7399,40459.0
2020-03-30 12:42:00,252.7,252.82,252.63,252.71,35162.0
2020-03-30 12:41:00,252.68,252.79,252.6,252.72,32570.0
2020-03-30 12:40:00,252.64,252.79,252.6,252.6702,27765.0
2020-03-30 12:39:00,252.6033,252.67,252.44,252.635,25527.0
2020-03-30 12:38:00,252.72,252.75,252.56,252.6,35935.0
2020-03-30 12:37:00,252.43,252.7605,252.4,252.7292,27758.0
2020-03-30 12:36:00,252.4484,252.63,252.26,252.51,31199.0
2020-03-30 12:35:00,252.65,252.65,252.17,252.4189,56118.0
2020-03-30 12:34:00,252.673,252.93,252.66,252.68,40524.0
2020-03-30 12:33:00,252.62,252.775,252.5801,252.62,27489.0
2020-03-30 12:32:00,252.58,252.9026,252.4838,252.6199,62053.0
2020-03-30 12:31:00,252.7099,252.75,252.5213,252.615,43651.0
2020-03-30 12:30:00,252.6,252.88,252.5501,252.68,66662.0
2020-03-30 12:29:00,252.6299,252.6299,252.5,252.5852,25556.0
2020-03-30 12:28:00,252.405,252.74,252.4,252.6,64187.0
2020-03-30 12:27:00,252.21,252.46,252.12,252.4,77615.0
2020-03-30 12:26:00,252.13,252.29,252.0338,252.18,39523.0
2020-03-30 12:25:00,251.98,252.1,251.89,252.08,38206.0
2020-03-30 12:24:00,251.94,252.0,251.81,251.9201,27908.0
2020-03-30 12:23:00,252.01,252.12,251.815,251.95,38310.0
2020-03-30 12:22:00,251.94,252.0943,251.9,251.9937,32815.0
2020-03-30 12:21:00,252.11,252.2122,251.8,251.94,47856.0
2020-03-30 12:20:00,252.19,252.34,252.07,252.13,42261.0
2020-03-30 12:19:00,252.11,252.4,252.1,252.19,104016.0
2020-03-30 12:18:00,252.23,252.24,252.04,252.125,57982.0
2020-03-30 12:17:00,251.88,252.24,251.82,252.23,79146.0
2020-03-30 12:16:00,251.76,251.88,251.67,251.88,28886.0
2020-03-30 12:15:00,251.7434,251.86,251.69,251.76,23140.0
2020-03-30 12:14:00,251.7943,251.9,251.6,251.77,39802.0
2020-03-30 12:13:00,251.8,251.85,251.7,251.7842,31501.0
2020-03-30 12:12:00,251.76,251.93,251.65,251.8456,49776.0
2020-03-30 12:11:00,251.56,251.79,251.53,251.7512,50337.0
2020-03-30 12:10:00,251.51,251.71,251.5,251.57,50245.0
2020-03-30 12:09:00,251.455,251.54,251.26,251.515,78392.0
2020-03-30 12:08:00,251.735,251.8356,251.45,251.46,54280.0
2020-03-30 12:07:00,251.95,252.03,251.72,251.75,31660.0
2020-03-30 12:06:00,251.92,252.18,251.88,251.93,46709.0
2020-03-30 12:05:00,251.8199,252.09,251.77,251.9199,75790.0
2020-03-30 12:04:00,251.92,251.92,251.52,251.79,93329.0
2020-03-30 12:03:00,251.98,252.27,251.855,251.91,82395.0
2020-03-30 12:02:00,252.2,252.2,251.87,252.0023,103353.0
2020-03-30 12:01:00,252.53,252.56,252.16,252.225,74851.0
2020-03-30 12:00:00,252.6,252.68,252.4401,252.57,37111.0
2020-03-30 11:59:00,252.67,252.7358,252.49,252.65,40018.0
2020-03-30 11:58:00,252.79,252.9151,252.6,252.6755,39871.0
2020-03-30 11:57:00,252.7699,252.97,252.66,252.8,61820.0
2020-03-30 11:56:00,252.6599,252.76,252.47,252.74,43983.0
2020-03-30 11:55:00,252.66,252.715,252.43,252.69,34697.0
2020-03-30 11:54:00,252.47,252.68,252.47,252.675,25705.0
2020-03-30 11:53:00,252.48,252.57,252.34,252.5,46823.0
2020-03-30 11:52:00,252.65,252.67,252.25,252.49,59531.0
2020-03-30 11:51:00,252.59,252.87,252.5743,252.7,51224.0
2020-03-30 11:50:00,252.67,252.9,252.6,252.6,84775.0
2020-03-30 11:49:00,252.6,252.77,252.5203,252.69,31855.0
2020-03-30 11:48:00,252.78,252.91,252.6,252.61,26752.0
2020-03-30 11:47:00,252.81,252.8426,252.645,252.79,19541.0
2020-03-30 11:46:00,253.03,253.03,252.584,252.82,53941.0
2020-03-30 11:45:00,252.89,253.09,252.79,253.055,41303.0
2020-03-30 11:44:00,252.92,253.1,252.88,252.92,48710.0
2020-03-30 11:43:00,252.9271,253.0288,252.71,252.91,50211.0
2020-03-30 11:42:00,252.81,253.0,252.81,252.9,52858.0
2020-03-30 11:41:00,252.43,252.85,252.43,252.8,45590.0
2020-03-30 11:40:00,252.475,252.662,252.1549,252.47,83011.0
2020-03-30 11:39:00,252.83,252.83,252.46,252.463,64602.0
2020-03-30 11:38:00,252.7483,252.9562,252.725,252.79,48893.0
2020-03-30 11:37:00,253.24,253.24,252.54,252.71,89833.0
2020-03-30 11:36:00,253.48,253.5,253.0,253.2601,83117.0
2020-03-30 11:35:00,253.11,253.47,253.03,253.45,85636.0
