x,target
1,1301.859985
2,1300.140015
3,1293.670044
4,1305.640015
5,1313
6,1312.130005
7,1304.089966
8,1288.859985
9,1294.73999
10,1318.939941
11,1326.959961
12,1339.390015
13,1342.98999
14,1342.890015
15,1344.25
16,1348.48999
17,1346.869995
18,1360.699951
19,1354.890015
20,1351.910034
21,1356.439941
22,1351.219971
23,1350.630005
24,1344.430054
25,1362.469971
26,1354.640015
27,1339.709961
28,1339.390015
29,1368.680054
30,1361.52002
31,1397.810059
