x,target
1,303.670013
2,309.25
3,311.649994
4,307.779999
5,336.059998
6,334.519989
7,332.700012
8,327.769989
9,318.690002
10,307.019989
11,305.76001
12,313.980011
13,311.76001
14,312.459991
15,313.299988
16,313.359985
17,311.690002
18,320.089996
19,326.26001
20,326.890015
21,330.299988
22,329.600006
23,326.459991
24,328.529999
25,326.130005
26,328.190002
27,325.220001
28,324.179993
29,331.820007
30,331.619995
