x,target
1,1521.949951
2,1511.97998
3,1512.449951
4,1493.449951
5,1500.25
6,1523.609985
7,1537.640015
8,1545
9,1551.859985
10,1578.890015
11,1598.390015
12,1588.180054
13,1591
14,1582.319946
15,1571.680054
16,1544.930054
17,1586.51001
18,1581.859985
19,1544.920044
20,1495.560059
21,1555.859985
22,1497.050049
23,1431.420044
24,1447.339966
25,1371.98999
26,1392.050049
27,1410.569946
28,1451.75
29,1405.22998
30,1406.079956
31,1436.219971
