x,target
1,294.160004
2,290.609985
3,291.380005
4,290.390015
5,301.049988
6,315
7,325.220001
8,321.160004
9,317
10,331.440002
11,321.299988
12,315.880005
13,321.549988
14,321.089996
15,318.450012
16,313.480011
17,317.5
18,316.480011
19,306.700012
20,300.940002
21,320.350006
22,300.690002
23,285.769989
24,295.350006
25,280.290009
26,283.670013
27,288.940002
28,293.970001
29,288.850006
30,289.929993
31,298.070007
