x,target
1,184.929993
2,181.460007
3,178.320007
4,175.940002
5,176.619995
6,180.399994
7,179.779999
8,183.710007
9,182.339996
10,185.229996
11,184.759995
12,181.880005
13,184.190002
14,183.860001
15,185.089996
16,172.559998
17,168.149994
18,169.389999
19,164.889999
20,159.389999
21,160.059998
22,152.220001
23,153.029999
24,159.789993
25,155.389999
26,156.110001
27,155.100006
28,159.339996
29,157.199997
30,157.929993
31,165.039993
