x,target
1,29.389999
2,29
3,28.76
4,28.58
5,31.84
6,31.540001
7,31.540001
8,31.91
9,31.219999
10,30.469999
11,29.75
12,30.27
13,29
14,30.309999
15,30.299999
16,30.549999
17,30.67
18,31.040001
19,31.33
20,31.85
21,32.459999
22,32.869999
23,32.75
24,33.389999
25,32.75
26,32.77
27,32.580002
28,32.630001
29,33.630001
30,32.860001
31,33.419998
