x,target
1,41.450001
2,39.73
3,40.080002
4,39.759998
5,39.689999
6,41.970001
7,42.380001
8,42.580002
9,42.450001
10,43.029999
11,43.169998
12,42.279999
13,44.049999
14,43.740002
15,43.77
16,42.720001
17,41.779999
18,41.59
19,40.110001
20,40.040001
21,41.939999
22,40.330002
23,40.610001
24,40.889999
25,39.119999
26,40.009998
27,41.419998
28,41.369999
29,40.150002
30,39.799999
31,40.830002
