x,target
1,166.320007
2,163.869995
3,164.520004
4,164.830002
5,168.660004
6,166.360001
7,168.100006
8,166.279999
9,165.839996
10,159.690002
11,159.690002
12,174.160004
13,173.589996
14,172
15,173.860001
16,176.070007
17,174.020004
18,176.610001
19,177.970001
20,178.919998
21,182.660004
22,185.529999
23,186.990005
24,186.639999
25,184.320007
26,183.199997
27,183.759995
28,182.679993
29,184.490005
30,183.800003
31,186.899994
