x,target
1,177.869995
2,175.929993
3,175.759995
4,173.490005
5,175.020004
6,178.529999
7,177.529999
8,179.210007
9,179.25
10,183.240005
11,182.539993
12,181.009995
13,180.119995
14,180.949997
15,182.550003
16,180.580002
17,182.509995
18,180.75
19,175.520004
20,171.830002
21,177.169998
22,172.520004
23,170.350006
24,175.160004
25,171.600006
26,172.470001
27,173.690002
28,175.800003
29,169.699997
30,170.339996
31,174.720001
