x,target
1,1427.050049
2,1448.5
3,1430.790039
4,1441.5
5,1503.829956
6,1527.839966
7,1556.910034
8,1527.48999
9,1517.859985
10,1460.089966
11,1460.170044
12,1517.959961
13,1572.619995
14,1566.130005
15,1582.26001
16,1569.680054
17,1572.079956
18,1580.949951
19,1600.140015
20,1592.390015
21,1608
22,1609.079956
23,1602.910034
24,1601.540039
25,1576.119995
26,1587.280029
27,1581.76001
28,1574.369995
29,1585.459961
30,1581.400024
31,1601.859985
