x,target
1,142.460007
2,138.529999
3,140.5
4,143.380005
5,146.089996
6,144.690002
7,145.979996
8,146.940002
9,145.970001
10,148.210007
11,147.800003
12,146.259995
13,143.929993
14,142.639999
15,141.779999
16,140.979996
17,139.490005
18,138.190002
19,135.440002
20,133.589996
21,136.5
22,134.309998
23,133.759995
24,133.199997
25,131.009995
26,130.210007
27,132.779999
28,133.880005
29,131.149994
30,130.179993
31,129.190002
