x,target
1,32.16
2,31.32
3,31.860001
4,32.240002
5,33
6,34.580002
7,34.43
8,35.759998
9,34.849998
10,35.349998
11,35.5
12,34.110001
13,36.599998
14,35.799999
15,35.580002
16,34.98
17,31.35
18,32.73
19,31.200001
20,31.030001
21,31.91
22,28.07
23,28.450001
24,29.01
25,28.040001
26,27.540001
27,28.25
28,28.639999
29,28.1
30,28.01
31,29.530001
