x,target
1,172.360001
2,174.800003
3,174.270004
4,173.869995
5,178.339996
6,179.460007
7,179.009995
8,177.080002
9,175.429993
10,173.240005
11,172.470001
12,178.160004
13,175.940002
14,178.270004
15,180.25
16,185.820007
17,186.479996
18,188.169998
19,189.100006
20,190.529999
21,190.630005
22,193.050003
23,193.350006
24,192.119995
25,192
26,192.380005
27,191.199997
28,190.399994
29,191.199997
30,191.619995
31,192.990005
