x,target
1,300.929993
2,294.079987
3,300.339996
4,291.209991
5,287.690002
6,293.350006
7,300.079987
8,290.23999
9,283.369995
10,283.459991
11,280.690002
12,285.480011
13,294.079987
14,293.899994
15,299.920013
16,301.149994
17,284.450012
18,294.089996
19,302.769989
20,301.970001
21,306.850006
22,305.019989
23,301.059998
24,291.970001
25,284.179993
26,286.480011
27,284.540009
28,276.820007
29,284.48999
30,275.01001
31,279.070007
