x,target
1,1395.109985
2,1405.040039
3,1419.790039
4,1428.959961
5,1440.030029
6,1430.589966
7,1439.199951
8,1450.160034
9,1479.52002
10,1482.25
11,1483.869995
12,1484.689941
13,1466.170044
14,1431.72998
15,1450.5
16,1456.699951
17,1454.25
18,1432.780029
19,1482.599976
20,1445.410034
21,1446.050049
22,1475.969971
23,1479.109985
24,1508.660034
25,1510.060059
26,1518.630005
27,1513.390015
28,1518.72998
29,1519.439941
30,1524.869995
