sid,Date,Open,High,Low,4. close,Volume
107,3/25/2019,259.709991,263.179993,254.460007,260.420013,10215000
107,3/26/2019,264.440002,270.26001,264.429993,267.769989,7350900
107,3/27/2019,268.75,275.369995,268.179993,274.829987,8779200
107,3/28/2019,277.160004,280.329987,275.100006,278.619995,6774100
107,3/29/2019,278.700012,280.160004,274.5,279.859985,5991300
107,4/1/2019,282.619995,289.200012,281.279999,289.179993,8110400
107,4/2/2019,288.299988,289.440002,283.880005,285.880005,5478900
107,4/3/2019,287.320007,296.170013,287.170013,291.809998,7929900
107,4/4/2019,261.890015,271.200012,260.589996,267.779999,23720700
107,4/5/2019,269.859985,276.100006,266.109985,274.959991,13038300
107,4/8/2019,277.690002,281.160004,270.440002,273.200012,10410400
107,4/9/2019,271.649994,275,269.609985,272.309998,5904000
107,4/10/2019,276.73999,278.380005,272.890015,276.059998,7061300
107,4/11/2019,268.299988,270.5,265.600006,268.420013,9835900
107,4/12/2019,270.220001,271.950012,266.829987,267.700012,6746000
107,4/15/2019,268.630005,268.880005,258.630005,266.380005,10038600
107,4/16/2019,265.75,275,264.720001,273.359985,7272900
107,4/17/2019,274.75,274.790009,268.540009,271.230011,5126500
107,4/18/2019,271.230011,274.839996,269.75,273.26001,5876300
107,4/22/2019,269,269.679993,262.480011,262.75,12147100
107,4/23/2019,260.149994,265.600006,255.75,263.899994,10943900
107,4/24/2019,263.850006,265.320007,258,258.660004,10727500
107,4/25/2019,255,259,246.070007,247.630005,21849400
107,4/26/2019,246.5,246.679993,231.130005,235.139999,22360700
107,4/29/2019,235.860001,243.979996,232.169998,241.470001,16714500
107,4/30/2019,242.059998,244.210007,237,238.690002,9464600
107,5/1/2019,238.850006,240,231.5,234.009995,10704400
107,5/2/2019,245.520004,247.130005,237.720001,244.100006,18159300
107,5/3/2019,243.860001,256.609985,243.490005,255.029999,23706800
107,5/6/2019,250.020004,258.350006,248.5,255.339996,10833900
107,5/7/2019,256.799988,257.209991,245.100006,247.059998,10131400
107,5/8/2019,246.940002,250.600006,244.199997,244.839996,6176400
107,5/9/2019,242,243.679993,236.940002,241.979996,6711400
107,5/10/2019,239.75,241.990005,236.020004,239.520004,7008300
107,5/13/2019,232.009995,232.470001,224.5,227.009995,10834800
107,5/14/2019,229.300003,234.5,228,232.309998,7252400
107,5/15/2019,229.320007,232.440002,225.25,231.949997,7296000
107,5/16/2019,229.490005,231,226.5,228.330002,7483300
107,5/17/2019,221.960007,222.240005,208.919998,211.029999,17786700
107,5/20/2019,202.800003,206,195.25,205.360001,20526200
107,5/21/2019,197.759995,207.399994,196.039993,205.080002,18003900
107,5/22/2019,199.100006,203.940002,191.779999,192.729996,18685200
107,5/23/2019,194.339996,199.470001,186.220001,195.490005,26547100
107,5/24/2019,199.830002,199.979996,188.75,190.630005,14136600
107,5/28/2019,191.199997,195,187.850006,188.699997,10312900
107,5/29/2019,187.100006,192.389999,185.039993,189.860001,11968600
107,5/30/2019,188.75,192.259995,187.020004,188.220001,7926500
107,5/31/2019,185.100006,189.919998,184.100006,185.160004,10406700
107,6/3/2019,185.509995,186.679993,176.990005,178.970001,13064400
107,6/4/2019,181.100006,193.979996,179.610001,193.600006,13807500
107,6/5/2019,198.679993,201.279999,191.850006,196.589996,13510800
107,6/6/2019,204.440002,211,201.800003,205.949997,20242200
107,6/7/2019,205,210.839996,203.5,204.5,16003500
107,6/10/2019,210.25,216.940002,209.009995,212.880005,10585000
107,6/11/2019,219.139999,220.899994,213.5,217.100006,11653500
107,6/12/2019,222.949997,223.380005,209,209.259995,15186200
107,6/13/2019,210.380005,214.899994,207.509995,213.910004,8168300
107,6/14/2019,211.25,216.649994,210.399994,214.919998,7433400
107,6/17/2019,215.479996,227,214.270004,225.029999,12316800
107,6/18/2019,228.720001,234.740005,222.559998,224.740005,12715800
107,6/19/2019,225.110001,227.770004,221.059998,226.429993,6575100
107,6/20/2019,223,226.899994,216.350006,219.619995,11863500
107,6/21/2019,216.220001,222.179993,215.5,221.860001,8202100
107,6/24/2019,223.240005,225.860001,221.020004,223.639999,5750800
107,6/25/2019,224.389999,225.339996,219.490005,219.759995,6182100
107,6/26/2019,220.309998,227.229996,218.100006,219.270004,8507200
107,6/27/2019,219.449997,222.899994,217.350006,222.839996,6339700
107,6/28/2019,220.990005,225.169998,220.800003,223.460007,6851400
107,7/1/2019,230.210007,233.100006,226.279999,227.169998,8238000
107,7/2/2019,228.889999,229.149994,222.220001,224.550003,9259000
107,7/3/2019,239.389999,241.570007,234.509995,234.899994,14201100
107,7/5/2019,234.570007,235.449997,230.800003,233.100006,7065700
107,7/8/2019,231.240005,232.25,228.660004,230.339996,5880500
107,7/9/2019,228.970001,231,227.279999,230.059998,6190800
107,7/10/2019,234.149994,238.940002,233.139999,238.919998,9145700
107,7/11/2019,238.139999,241.5,235.800003,238.600006,7514400
107,7/12/2019,239.75,245.380005,239.710007,245.080002,9200500
107,7/15/2019,248,254.419998,244.860001,253.5,11000100
107,7/16/2019,249.300003,253.529999,247.929993,252.380005,8149000
107,7/17/2019,255.669998,258.309998,253.350006,254.860001,9764700
107,7/18/2019,255.050003,255.75,251.889999,253.539993,4764500
107,7/19/2019,255.690002,259.959991,254.619995,258.179993,7048400
107,7/22/2019,258.75,262.149994,254.190002,255.679993,6842400
107,7/23/2019,256.709991,260.480011,254.5,260.170013,5023100
107,7/24/2019,259.170013,266.070007,258.160004,264.880005,11072800
107,7/25/2019,233.5,234.5,225.550003,228.820007,22418300
107,7/26/2019,226.919998,230.259995,222.25,228.039993,10027700
107,7/29/2019,227.089996,235.940002,226.029999,235.770004,9273300
107,7/30/2019,232.899994,243.360001,232.179993,242.259995,8109000
107,7/31/2019,243,246.679993,236.649994,241.610001,9178200
107,8/1/2019,242.649994,244.509995,231.770004,233.850006,8259500
107,8/2/2019,231.350006,236.270004,229.229996,234.339996,6136500
107,8/5/2019,229.600006,231.369995,225.779999,228.320007,7028300
107,8/6/2019,231.880005,232.5,225.75,230.75,5564200
107,8/7/2019,226.5,233.570007,225.800003,233.419998,4776500
107,8/8/2019,234.449997,239.800003,232.649994,238.300003,5274300
107,8/9/2019,236.050003,238.960007,233.809998,235.009995,3898200
107,8/12/2019,232.990005,235.770004,228.75,229.009995,4663900
107,8/13/2019,228.809998,236,227.550003,235,4848100
107,8/14/2019,231.210007,231.5,216.690002,219.619995,9562600
107,8/15/2019,220.860001,221.559998,211.550003,215.639999,8159600
107,8/16/2019,216.660004,222.240005,216.020004,219.940002,5098500
107,8/19/2019,224.210007,227.830002,221.699997,226.830002,5309600
107,8/20/2019,227.619995,229.089996,224.539993,225.860001,4125200
107,8/21/2019,222.009995,223.220001,217.600006,220.830002,7794300
107,8/22/2019,222.800003,225.399994,218.220001,222.149994,6559000
107,8/23/2019,219.970001,221.169998,211,211.399994,8538600
107,8/26/2019,213.600006,215.020004,211.539993,215,5051900
107,8/27/2019,215.740005,218.800003,212.029999,214.080002,5416200
107,8/28/2019,213.690002,217.25,212.309998,215.589996,3225500
107,8/29/2019,219,223.399994,218,221.710007,5179500
107,8/30/2019,229.149994,232.440002,224.210007,225.610001,9320600
107,9/3/2019,224.080002,228.949997,223.160004,225.009995,5354100
107,9/4/2019,226.889999,228.460007,219.210007,220.679993,5761000
107,9/5/2019,222.5,229.800003,220.850006,229.580002,7395300
107,9/6/2019,227.199997,229.639999,225.169998,227.449997,4189400
107,9/9/2019,230,233.759995,229.229996,231.789993,4802700
107,9/10/2019,230.800003,235.539993,228.940002,235.539993,4883700
107,9/11/2019,237.380005,248.169998,236,247.100006,10042800
107,9/12/2019,247.699997,253.5,244.399994,245.869995,8581200
107,9/13/2019,246.960007,248.449997,244.869995,245.199997,5313100
107,9/16/2019,246,247.429993,241.169998,242.809998,4728100
107,9/17/2019,242.470001,245.600006,240.369995,244.789993,3865400
107,9/18/2019,245,248.169998,242.369995,243.490005,4170200
107,9/19/2019,246,247.940002,244.839996,246.600006,4795800
107,9/20/2019,246.490005,246.949997,238.160004,240.619995,6353000
107,9/23/2019,240,245.179993,239.220001,241.229996,4340200
107,9/24/2019,241.520004,241.990005,222.610001,223.210007,12891500
107,9/25/2019,224.559998,228.979996,218.360001,228.699997,9427100
107,9/26/2019,230.660004,243.309998,227.399994,242.559998,11884500
107,9/27/2019,242.199997,248.710007,238.729996,242.130005,11116400
107,9/30/2019,243,243.979996,236.110001,240.869995,5879800
107,10/1/2019,241.5,245.949997,239.130005,244.690002,6162600
107,10/2/2019,243.289993,244.649994,239.429993,243.130005,5631400
107,10/3/2019,231.860001,234.479996,224.279999,233.029999,15084500
107,10/4/2019,231.610001,234.779999,228.070007,231.429993,7995000
107,10/7/2019,229.800003,238.559998,228.550003,237.720001,8064200
107,10/8/2019,235.869995,243.940002,234.5,240.050003,8678200
107,10/9/2019,241.320007,247.300003,240.649994,244.529999,6894400
107,10/10/2019,245.279999,249.279999,241.580002,244.740005,6283300
107,10/11/2019,247.149994,251.080002,246.809998,247.889999,8475400
107,10/14/2019,247.899994,258.549988,247.130005,256.959991,10205000
107,10/15/2019,257.700012,260,254.119995,257.890015,6432800
107,10/16/2019,257.390015,262.100006,256.920013,259.75,6684100
107,10/17/2019,262.5,264.779999,260.170013,261.970001,4769300
107,10/18/2019,260.700012,262.799988,255.100006,256.950012,5749800
107,10/21/2019,258.329987,259.5,250.179993,253.5,5020300
107,10/22/2019,254.320007,258.329987,250.850006,255.580002,4600800
107,10/23/2019,254.5,256.140015,251.350006,254.679993,5261100
107,10/24/2019,298.369995,304.929993,289.200012,299.679993,29720900
107,10/25/2019,297.720001,330,296.109985,328.130005,30006100
107,10/28/2019,327.540009,340.839996,322.600006,327.709991,18870300
107,10/29/2019,319.98999,324.299988,314.75,316.220001,12684300
107,10/30/2019,313,318.790009,309.970001,315.01001,9641800
107,10/31/2019,313.100006,319,313,314.920013,5067000
107,11/1/2019,316.320007,316.480011,309.799988,313.309998,6383900
107,11/4/2019,314.799988,321.940002,309.26001,317.470001,8787000
107,11/5/2019,319.619995,323.51001,316.119995,317.220001,6943400
107,11/6/2019,318,326.720001,314.5,326.579987,7940900
107,11/7/2019,329.140015,341.5,328.019989,335.540009,14467300
107,11/8/2019,334.5,337.459991,332.5,337.140015,6069200
107,11/11/2019,343.950012,349.190002,342,345.089996,9986700
107,11/12/2019,346.899994,350.369995,344.040009,349.929993,7359400
107,11/13/2019,355,356.329987,345.179993,346.109985,8420100
107,11/14/2019,346.109985,353.839996,342.910004,349.350006,6464900
107,11/15/2019,350.640015,352.799988,348.359985,352.170013,4809000
107,11/18/2019,352.920013,353.149994,346.100006,349.98999,4400400
107,11/19/2019,351.75,359.98999,347.799988,359.519989,7724800
107,11/20/2019,360,361.200012,349.570007,352.220001,6725100
107,11/21/2019,354.51001,360.839996,354,354.829987,6110000
107,11/22/2019,340.160004,341,330,333.040009,16870600
107,11/25/2019,344.320007,344.570007,334.459991,336.339996,12339500
107,11/26/2019,335.269989,335.5,327.100006,328.920013,7947400
107,11/27/2019,331.119995,333.929993,328.570007,331.290009,5555600
107,11/29/2019,331.109985,331.26001,327.5,329.940002,2465600
107,12/2/2019,329.399994,336.380005,328.690002,334.869995,6074500
107,12/3/2019,332.619995,337.910004,332.190002,336.200012,6573700
107,12/4/2019,337.75,337.859985,332.850006,333.029999,5533000
107,12/5/2019,332.829987,334.420013,327.25,330.369995,3724600
107,12/6/2019,335,338.859985,334.769989,335.890015,7612400
107,12/9/2019,336.589996,344.450012,335.079987,339.529999,9023100
107,12/10/2019,339.959991,350.730011,339.309998,348.839996,8828300
107,12/11/2019,351.880005,357.190002,351.089996,352.700012,6897800
107,12/12/2019,354.920013,362.73999,353.230011,359.679993,7763900
107,12/13/2019,361.049988,365.209991,354.640015,358.390015,6570900
107,12/16/2019,362.549988,383.609985,362.5,381.5,18174200
107,12/17/2019,378.98999,385.5,375.899994,378.98999,8496800
107,12/18/2019,380.630005,395.220001,380.579987,393.149994,14121000
107,12/19/2019,397.320007,406.850006,396.5,404.040009,18107100
107,12/20/2019,410.290009,413,400.190002,405.589996,14752700
107,12/23/2019,411.779999,422.01001,410,419.220001,13319600
107,12/24/2019,418.359985,425.470001,412.690002,425.25,8054700
107,12/26/2019,427.910004,433.480011,426.350006,430.940002,10633900
107,12/27/2019,435,435.309998,426.109985,430.380005,9945700
107,12/30/2019,428.790009,429,409.26001,414.700012,12586400
107,12/31/2019,405,421.290009,402.079987,418.329987,10285700
