sid,Date,Open,High,Low,4. close,Volume
103,3/25/2019,1199.560059,1209.439941,1190,1197.380005,1378800
103,3/26/2019,1205.189941,1207.650024,1181.76001,1189.839966,1537600
103,3/27/2019,1191.920044,1191.920044,1164.22998,1178.01001,1471400
103,3/28/2019,1175.5,1177.25,1163.430054,1172.27002,1120100
103,3/29/2019,1180.180054,1183.969971,1166.380005,1176.890015,1544500
103,4/1/2019,1187.540039,1200.199951,1186.359985,1198.97998,1385300
103,4/2/2019,1200.050049,1205.810059,1191.23999,1205.540039,914400
103,4/3/2019,1212.699951,1220.599976,1205.079956,1210.810059,1109600
103,4/4/2019,1211.290039,1220.550049,1209.040039,1219.449951,1051100
103,4/5/2019,1219.300049,1220.390015,1210.030029,1211.449951,1000600
103,4/8/2019,1211.109985,1213.949951,1204.699951,1208.280029,1087500
103,4/9/2019,1201.890015,1207.150024,1198.380005,1202.689941,983400
103,4/10/2019,1205.089966,1208.939941,1200.660034,1206.449951,775500
103,4/11/2019,1208.900024,1212.73999,1204.540039,1209.589966,849900
103,4/12/2019,1215.619995,1223.050049,1213.290039,1222.72998,1215600
103,4/15/2019,1224.089966,1229.300049,1214.560059,1226.530029,1189800
103,4/16/2019,1230,1235.97998,1225.040039,1231.910034,1131100
103,4/17/2019,1237,1245.099976,1232.900024,1240.140015,1518300
103,4/18/2019,1245,1245.939941,1239.410034,1241.469971,1237500
103,4/22/2019,1236.670044,1254.339966,1233.369995,1253.76001,954200
103,4/23/2019,1256.640015,1274.430054,1251.969971,1270.589966,1593400
103,4/24/2019,1270.589966,1274,1259.810059,1260.050049,1169800
103,4/25/2019,1270.300049,1272.800049,1258,1267.339966,1567200
103,4/26/2019,1273.380005,1278.910034,1265,1277.420044,1361400
103,4/29/2019,1280.51001,1296.969971,1271.709961,1296.199951,3618400
103,4/30/2019,1190.630005,1200.97998,1183,1198.959961,6658900
103,5/1/2019,1197.5,1199.25,1171.680054,1173.319946,3717000
103,5/2/2019,1172.599976,1179.380005,1158.329956,1166.51001,2254900
103,5/3/2019,1177.410034,1191.400024,1173.550049,1189.550049,2079400
103,5/6/2019,1172,1195.430054,1171.160034,1193.459961,1588700
103,5/7/2019,1185.810059,1194.77002,1165,1178.859985,1830200
103,5/8/2019,1177.290039,1184.27002,1167.630005,1170.780029,1276000
103,5/9/2019,1162.599976,1174.069946,1154.640015,1167.969971,1477800
103,5/10/2019,1168.839966,1176.280029,1146.369995,1167.640015,1582500
103,5/13/2019,1145.23999,1151.969971,1125.5,1136.589966,2281300
103,5/14/2019,1142.319946,1144.869995,1123.530029,1124.859985,2019600
103,5/15/2019,1122.550049,1178.300049,1121.400024,1170.800049,2965100
103,5/16/2019,1171.839966,1194.160034,1168.449951,1184.5,1765400
103,5/17/2019,1175.829956,1186.290039,1166.420044,1168.780029,1268100
103,5/20/2019,1153,1153,1138.140015,1144.660034,1530100
103,5/21/2019,1154.47998,1158,1143.310059,1154.439941,1028100
103,5/22/2019,1151.25,1163.780029,1151,1155.849976,941300
103,5/23/2019,1146.069946,1150.050049,1133.160034,1145.339966,1260700
103,5/24/2019,1152,1154.359985,1136.709961,1138.609985,927700
103,5/28/2019,1141.47998,1156.48999,1138.670044,1139.560059,1047400
103,5/29/2019,1132.699951,1135,1111.949951,1119.939941,1811500
103,5/30/2019,1120.150024,1126.800049,1115.900024,1121.410034,904400
103,5/31/2019,1105.640015,1113.400024,1103.349976,1106.5,1579100
103,6/3/2019,1066.930054,1067,1027.030029,1038.73999,4844500
103,6/4/2019,1044.48999,1058.439941,1036.030029,1054.48999,3025600
103,6/5/2019,1055,1056.810059,1033,1044.640015,2349400
103,6/6/2019,1046.209961,1050,1035.51001,1047.76001,1451000
103,6/7/2019,1054.280029,1073.430054,1051.150024,1068.369995,2191400
103,6/10/2019,1077,1094.839966,1075.280029,1082.76001,1425500
103,6/11/2019,1096.98999,1104.01001,1079.569946,1081.040039,1675400
103,6/12/2019,1079.949951,1082.52002,1069.599976,1079.099976,1183500
103,6/13/2019,1084.709961,1096.589966,1082.569946,1091.01001,1040700
103,6/14/2019,1089.73999,1094.76001,1081.47998,1086.300049,1229100
103,6/17/2019,1089.099976,1101.280029,1088,1093.890015,988500
103,6/18/2019,1111.5,1118.780029,1100.790039,1105.23999,1726300
103,6/19/2019,1107.23999,1109.430054,1096.030029,1104.51001,1335700
103,6/20/2019,1121.699951,1122.719971,1107,1113.199951,1200900
103,6/21/2019,1109.859985,1126.569946,1109.719971,1125.369995,2538700
103,6/24/2019,1120,1123.569946,1113.310059,1116.699951,1211800
103,6/25/2019,1115.079956,1115.699951,1084.599976,1087.579956,1582200
103,6/26/2019,1091,1095.119995,1073.689941,1080.319946,1734900
103,6/27/2019,1086.75,1088.459961,1075.849976,1076.630005,1203900
103,6/28/2019,1077.22998,1082.800049,1073.800049,1082.800049,1683600
103,7/1/2019,1101.040039,1108.589966,1095.329956,1100,1459800
103,7/2/2019,1104.829956,1112.890015,1099.670044,1112.599976,1031500
103,7/3/2019,1118.5,1127.98999,1114.849976,1122.98999,1007700
103,7/5/2019,1119.369995,1134.650024,1117.5,1132.670044,1489700
103,7/8/2019,1125.869995,1127.209961,1111.76001,1116.790039,1494400
103,7/9/2019,1110.319946,1127.859985,1107.150024,1124.290039,1473600
103,7/10/2019,1132.319946,1142.339966,1130.660034,1140.910034,1535500
103,7/11/2019,1146.160034,1153.23999,1139.530029,1144.079956,1300200
103,7/12/2019,1142.930054,1147.5,1138.560059,1145.339966,1093900
103,7/15/2019,1145.339966,1150.680054,1140,1150.51001,1058200
103,7/16/2019,1146.72998,1158.579956,1146.72998,1153.459961,1267600
103,7/17/2019,1150.920044,1158.439941,1146.619995,1146.73999,976900
103,7/18/2019,1142,1148.170044,1132.859985,1147.23999,1273800
103,7/19/2019,1149.319946,1151.579956,1131.25,1131.550049,1159200
103,7/22/2019,1135.469971,1140.02002,1125.209961,1139.209961,1445700
103,7/23/2019,1143.449951,1148.859985,1132.849976,1148.050049,1032400
103,7/24/2019,1132.619995,1145.459961,1128.51001,1139.72998,1359600
103,7/25/2019,1138.949951,1143.589966,1123.709961,1135.939941,2738100
103,7/26/2019,1228,1268.390015,1228,1245.219971,6060800
103,7/29/2019,1242.5,1248.98999,1230.199951,1241.839966,2069100
103,7/30/2019,1227,1236.910034,1225.319946,1228,1430800
103,7/31/2019,1224.869995,1234.910034,1208.180054,1218.199951,1998000
103,8/1/2019,1217.630005,1236.300049,1207,1211.780029,1771300
103,8/2/2019,1203,1209.5,1190,1196.319946,1745500
