date,1. open,2. high,3. low,4. close,5. volume
2020-02-27 16:00:00,190.365,190.45,189.69,189.69,357720.0
2020-02-27 15:59:00,190.55,190.65,190.14,190.38,146887.0
2020-02-27 15:58:00,190.92,190.92,190.51,190.54,89564.0
2020-02-27 15:57:00,190.74,190.94,190.72,190.91,72560.0
2020-02-27 15:56:00,190.65,190.85,190.6,190.7647,120157.0
2020-02-27 15:55:00,190.65,190.96,190.52,190.65,117293.0
2020-02-27 15:54:00,190.67,190.915,190.48,190.62,88345.0
2020-02-27 15:53:00,190.84,190.86,190.575,190.71,66761.0
2020-02-27 15:52:00,191.15,191.27,190.83,190.83,101863.0
2020-02-27 15:51:00,191.52,191.62,191.0,191.19,128919.0
2020-02-27 15:50:00,191.5621,191.85,191.36,191.475,43663.0
2020-02-27 15:49:00,191.5,191.71,191.41,191.57,59182.0
2020-02-27 15:48:00,191.22,191.65,191.14,191.525,90092.0
2020-02-27 15:47:00,191.49,191.549,191.0892,191.16,49597.0
2020-02-27 15:46:00,191.11,191.78,191.08,191.54,68028.0
2020-02-27 15:45:00,191.12,191.27,191.11,191.13,36645.0
2020-02-27 15:44:00,191.34,191.36,191.16,191.17,27137.0
2020-02-27 15:43:00,191.56,191.61,191.26,191.31,35921.0
2020-02-27 15:42:00,191.55,191.63,191.43,191.59,42527.0
2020-02-27 15:41:00,191.59,191.765,191.52,191.57,23625.0
2020-02-27 15:40:00,191.7,191.71,191.55,191.56,43701.0
2020-02-27 15:39:00,191.68,191.825,191.63,191.701,24024.0
2020-02-27 15:38:00,192.115,192.115,191.71,191.71,26749.0
2020-02-27 15:37:00,192.2,192.2901,192.04,192.095,24553.0
2020-02-27 15:36:00,192.275,192.34,192.09,192.18,31521.0
2020-02-27 15:35:00,192.17,192.4,192.13,192.29,25922.0
2020-02-27 15:34:00,191.87,192.16,191.87,192.09,20612.0
2020-02-27 15:33:00,192.15,192.18,191.7587,191.9,27352.0
2020-02-27 15:32:00,192.01,192.19,191.88,192.1779,36564.0
2020-02-27 15:31:00,192.01,192.23,191.79,192.032,42509.0
2020-02-27 15:30:00,192.31,192.32,192.0,192.025,37190.0
2020-02-27 15:29:00,192.4822,192.512,192.23,192.325,31348.0
2020-02-27 15:28:00,192.73,192.73,192.42,192.5,25284.0
2020-02-27 15:27:00,192.985,192.985,192.69,192.72,75327.0
2020-02-27 15:26:00,192.7029,193.04,192.63,193.01,20031.0
2020-02-27 15:25:00,192.655,192.9051,192.635,192.72,23760.0
2020-02-27 15:24:00,193.02,193.06,192.63,192.68,33352.0
2020-02-27 15:23:00,192.995,193.02,192.74,192.98,42158.0
2020-02-27 15:22:00,193.18,193.18,192.92,192.97,27662.0
2020-02-27 15:21:00,192.98,193.31,192.94,193.19,17550.0
2020-02-27 15:20:00,193.35,193.37,192.9,192.97,35646.0
2020-02-27 15:19:00,193.36,193.48,193.28,193.36,46580.0
2020-02-27 15:18:00,193.265,193.42,193.26,193.41,20465.0
2020-02-27 15:17:00,193.2069,193.4635,193.2069,193.265,22211.0
2020-02-27 15:16:00,193.15,193.25,193.0,193.21,17500.0
2020-02-27 15:15:00,193.22,193.4,193.11,193.12,34742.0
2020-02-27 15:14:00,193.285,193.38,193.1586,193.215,21273.0
2020-02-27 15:13:00,193.2958,193.2958,193.06,193.2822,14788.0
2020-02-27 15:12:00,193.05,193.3367,192.95,193.29,39275.0
2020-02-27 15:11:00,193.05,193.39,192.96,193.05,29395.0
2020-02-27 15:10:00,192.81,193.15,192.7621,193.0896,27256.0
2020-02-27 15:09:00,192.6,192.92,192.56,192.81,34371.0
2020-02-27 15:08:00,192.62,192.76,192.48,192.55,24332.0
2020-02-27 15:07:00,192.13,192.63,192.11,192.61,27595.0
2020-02-27 15:06:00,192.0,192.13,191.95,192.13,27005.0
2020-02-27 15:05:00,191.65,192.018,191.63,192.018,32202.0
2020-02-27 15:04:00,191.77,191.779,191.6,191.61,30382.0
2020-02-27 15:03:00,191.95,192.025,191.76,191.7729,30129.0
2020-02-27 15:02:00,191.985,192.19,191.9,192.0,23717.0
2020-02-27 15:01:00,192.295,192.385,191.96,192.03,23736.0
2020-02-27 15:00:00,192.36,192.58,192.36,192.38,12462.0
2020-02-27 14:59:00,192.54,192.54,192.2,192.36,36108.0
2020-02-27 14:58:00,192.5898,192.69,192.51,192.51,14233.0
2020-02-27 14:57:00,192.67,192.7311,192.44,192.589,23253.0
2020-02-27 14:56:00,192.895,192.905,192.63,192.67,20779.0
2020-02-27 14:55:00,192.8,192.98,192.8,192.895,24311.0
2020-02-27 14:54:00,192.815,192.83,192.66,192.791,23412.0
2020-02-27 14:53:00,192.69,192.85,192.62,192.83,15662.0
2020-02-27 14:52:00,192.925,192.93,192.65,192.685,35472.0
2020-02-27 14:51:00,192.7632,192.95,192.7632,192.915,17328.0
2020-02-27 14:50:00,192.52,192.815,192.479,192.77,15248.0
2020-02-27 14:49:00,192.72,192.72,192.35,192.57,17685.0
2020-02-27 14:48:00,192.895,192.94,192.67,192.7045,20825.0
2020-02-27 14:47:00,192.85,192.99,192.7,192.83,20432.0
2020-02-27 14:46:00,192.92,192.939,192.65,192.83,21866.0
2020-02-27 14:45:00,192.955,193.0,192.865,192.92,11098.0
