sid,dat,open_value,high,low,close_value,volume
100,1/2/2019,154.889999,158.850006,154.229996,157.919998,37039700
100,1/3/2019,143.979996,145.720001,142,142.190002,91312200
100,1/4/2019,144.529999,148.550003,143.800003,148.259995,58607100
100,1/7/2019,148.699997,148.830002,145.899994,147.929993,54777800
100,1/8/2019,149.559998,151.820007,148.520004,150.75,41025300
100,1/9/2019,151.289993,154.529999,149.630005,153.309998,45099100
100,1/10/2019,152.5,153.970001,150.860001,153.800003,35780700
100,1/11/2019,152.880005,153.699997,151.509995,152.289993,27023200
100,1/14/2019,150.850006,151.270004,149.220001,150,32439200
100,1/15/2019,150.270004,153.389999,150.050003,153.070007,28710900
100,1/16/2019,153.080002,155.880005,153,154.940002,30569700
100,1/17/2019,154.199997,157.660004,153.259995,155.860001,29821200
100,1/18/2019,157.5,157.880005,155.979996,156.820007,33751000
100,1/22/2019,156.410004,156.729996,152.619995,153.300003,30394000
100,1/23/2019,154.149994,155.139999,151.699997,153.919998,23130600
100,1/24/2019,154.110001,154.479996,151.740005,152.699997,25441500
100,1/25/2019,155.479996,158.130005,154.320007,157.759995,33535500
100,1/28/2019,155.789993,156.330002,153.660004,156.300003,26192100
100,1/29/2019,156.25,158.130005,154.110001,154.679993,41587200
100,1/30/2019,163.25,166.149994,160.229996,165.25,61109800
100,1/31/2019,166.110001,169,164.559998,166.440002,40739600
100,2/1/2019,166.960007,168.979996,165.929993,166.520004,32668100
100,2/4/2019,167.410004,171.660004,167.279999,171.25,31495500
100,2/5/2019,172.860001,175.080002,172.350006,174.179993,36101600
100,2/6/2019,174.649994,175.570007,172.850006,174.240005,28239600
100,2/7/2019,172.399994,173.940002,170.339996,170.940002,31741700
100,2/8/2019,168.990005,170.660004,168.419998,170.410004,23820000
100,2/11/2019,171.050003,171.210007,169.25,169.429993,20993400
100,2/12/2019,170.100006,171,169.699997,170.889999,22283500
100,2/13/2019,171.389999,172.479996,169.919998,170.179993,22490200
100,2/14/2019,169.710007,171.259995,169.380005,170.800003,21835700
100,2/15/2019,171.25,171.699997,169.75,170.419998,24626800
100,2/19/2019,169.710007,171.440002,169.490005,170.929993,18972800
100,2/20/2019,171.190002,173.320007,170.990005,172.029999,26114400
100,2/21/2019,171.800003,172.369995,170.300003,171.059998,17249700
100,2/22/2019,171.580002,173,171.380005,172.970001,18913200
100,2/25/2019,174.160004,175.869995,173.949997,174.229996,21873400
100,2/26/2019,173.710007,175.300003,173.169998,174.330002,17070200
100,2/27/2019,173.210007,175,172.729996,174.869995,27835400
100,2/28/2019,174.320007,174.910004,172.919998,173.149994,28215400
