sid,dat,open_value,high,low,close_value,volume
108,7/8/2019,98,98.080002,96.639999,96.839996,280400
108,7/9/2019,96.019997,97.120003,95.709999,96.75,208600
108,7/10/2019,97.129997,97.489998,95.300003,95.419998,230300
108,7/11/2019,96.129997,97.489998,95.779999,97.32,218600
108,7/12/2019,97.300003,98.800003,97.300003,98.43,183300
108,7/15/2019,98.540001,98.540001,96.949997,97.860001,191900
108,7/16/2019,97.370003,99.650002,95.980003,98.690002,220200
108,7/17/2019,98.360001,98.480003,96.239998,96.75,218700
108,7/18/2019,96.459999,97.699997,96.059998,96.879997,216700
108,7/19/2019,96.980003,98.18,95.809998,95.879997,197800
108,7/22/2019,95.879997,97.010002,95.419998,96.010002,191800
108,7/23/2019,96.739998,98.220001,96.389999,97.809998,269000
108,7/24/2019,97.370003,100.919998,97.370003,100.900002,249500
108,7/25/2019,101.129997,102.449997,99.910004,100.120003,292000
108,7/26/2019,100.599998,101.959999,100.599998,101.25,270500
108,7/29/2019,100.860001,102.760002,100.400002,102.550003,301100
108,7/30/2019,101.629997,103.25,100.68,102.57,468200
108,7/31/2019,102.690002,103.5,101.510002,102.230003,589800
108,8/1/2019,102.230003,105.660004,94.589996,96.690002,990100
108,8/2/2019,96.239998,96.239998,88.839996,90,636300
108,8/5/2019,86.639999,87.449997,82.57,84.5,677400
108,8/6/2019,85.129997,86.510002,84.050003,85.660004,433500
108,8/7/2019,84.290001,85.940002,82.43,85.669998,417200
108,8/8/2019,86.779999,90.480003,86.459999,89.480003,595800
108,8/9/2019,89.18,89.769997,88.019997,88.760002,277600
108,8/12/2019,87.699997,88.669998,86.419998,86.57,234100
108,8/13/2019,85.980003,89.739998,85.980003,88.970001,391100
108,8/14/2019,86.029999,87.160004,85.220001,85.970001,401700
108,8/15/2019,86.080002,86.449997,83.459999,83.510002,349500
108,8/16/2019,84.5,86.860001,84.290001,86.599998,474700
108,8/19/2019,88.879997,90.779999,83.459999,90.309998,451800
108,8/20/2019,90.519997,97.389999,90.519997,97.220001,1023200
108,8/21/2019,98.959999,99.160004,97.25,98.059998,389000
108,8/22/2019,98.639999,99.610001,97.349998,99.050003,402600
108,8/23/2019,98.279999,98.980003,96.209999,97.360001,526100
108,8/26/2019,99,99,96.970001,97.68,306700
108,8/27/2019,98.690002,99.050003,95.980003,96.050003,314700
108,8/28/2019,95.709999,97.980003,95.25,97.650002,274300
108,8/29/2019,99.010002,100.949997,98.809998,100.57,366700
108,8/30/2019,101.459999,101.459999,98.440002,98.589996,439600
108,9/3/2019,97.480003,97.639999,95.349998,97.309998,328500
108,9/4/2019,98.959999,99.059998,97.260002,97.510002,344800
108,9/5/2019,99.459999,101.699997,99.120003,101.050003,689800
108,9/6/2019,100.879997,102,100.260002,100.480003,321600
108,9/9/2019,100.980003,102.540001,99.800003,102.510002,349200
108,9/10/2019,102.25,105.730003,101.889999,105.019997,455200
108,9/11/2019,105.550003,108.910004,104.269997,107.989998,529500
108,9/12/2019,108,110.849998,105.660004,110.029999,473000
108,9/13/2019,110.809998,113.080002,110.150002,110.400002,361800
108,9/16/2019,109.360001,111.260002,108.919998,109.900002,252300
108,9/17/2019,108.910004,110.209999,108.07,109.669998,271000
108,9/18/2019,108.910004,109.260002,106.199997,107.209999,368700
108,9/19/2019,107.809998,109.059998,106.769997,107.300003,320500
108,9/20/2019,107.489998,109.540001,107.260002,108.230003,825400
108,9/23/2019,107.610001,109.550003,107.57,107.639999,368100
108,9/24/2019,107.959999,108.25,105.089996,105.169998,341100
108,9/25/2019,105.68,108.129997,104.580002,106.82,284000
108,9/26/2019,105.669998,106.440002,103.07,103.239998,335300
108,9/27/2019,103.709999,104.650002,101.650002,102.050003,256400
108,9/30/2019,102.650002,104.059998,102.459999,103.610001,290200
108,10/1/2019,104.330002,104.940002,100.699997,100.779999,294100
108,10/2/2019,99.730003,101.980003,99.010002,101.870003,359200
108,10/3/2019,101.129997,102.129997,99.110001,101.949997,403100
108,10/4/2019,102.059998,103.589996,101.870003,102.849998,375500
108,10/7/2019,102.75,104.019997,102.18,102.919998,380800
108,10/8/2019,101.150002,101.639999,99.889999,100.209999,380800
108,10/9/2019,101.660004,103.160004,100.980003,102.699997,279300
108,10/10/2019,103.089996,104.279999,102,102.190002,277200
108,10/11/2019,104.290001,108.720001,104.290001,107.57,385600
108,10/14/2019,106.660004,107.309998,104.540001,106.43,510900
108,10/15/2019,106.93,108.830002,106.18,108.050003,248400
108,10/16/2019,107.480003,108.959999,107.419998,108.449997,173500
108,10/17/2019,108.860001,109.790001,108.32,109.18,241500
108,10/18/2019,108.639999,109.379997,107.790001,108.629997,222300
108,10/21/2019,110,110.650002,109,109.290001,266100
108,10/22/2019,109.589996,109.75,108.550003,108.800003,230300
108,10/23/2019,108.730003,108.980003,108.040001,108.529999,258700
108,10/24/2019,108.830002,109.25,107.080002,108.290001,181900
108,10/25/2019,107.879997,109.910004,107.199997,109.379997,266900
108,10/28/2019,110,110.980003,109.540001,110.07,294000
108,10/29/2019,110.150002,112.059998,110.129997,111.290001,209200
108,10/30/2019,111.279999,111.589996,108.800003,109.900002,214900
108,10/31/2019,109.57,110.220001,107.529999,109.93,303000
108,11/1/2019,110.57,112.470001,110.07,112.260002,221600
108,11/4/2019,112.639999,114.669998,111.669998,114.209999,274200
108,11/5/2019,115,117.699997,113.220001,115.800003,368000
108,11/6/2019,116.550003,119.150002,115.849998,118.419998,526900
108,11/7/2019,119.559998,120.610001,117.510002,118.230003,297300
108,11/8/2019,118.209999,118.879997,117.160004,117.690002,238500
108,11/11/2019,116.519997,118.029999,116.010002,118,144000
108,11/12/2019,118.339996,119.639999,117.190002,117.360001,157900
108,11/13/2019,116.529999,117.82,116.370003,117.019997,244100
108,11/14/2019,117.690002,119.580002,117.25,119.470001,311100
108,11/15/2019,120.239998,122.190002,120,120.510002,290100
108,11/18/2019,120.370003,121.580002,119.580002,121.580002,235400
108,11/19/2019,121.970001,123.339996,121.32,122.75,326500
108,11/20/2019,121.860001,122.980003,118.529999,119.25,332700
108,11/21/2019,119.830002,120.010002,118.349998,119.459999,426800
108,11/22/2019,120.279999,120.470001,118.870003,119.870003,287700
108,11/25/2019,120.879997,122.93,120.860001,121.889999,328700
108,11/26/2019,122.529999,126.400002,122.43,125.610001,462300
108,11/27/2019,125.82,126.089996,124.540001,125,256200
108,11/29/2019,124.559998,125.800003,122.389999,122.839996,109900
108,12/2/2019,122.349998,122.830002,120.720001,121.959999,227200
108,12/3/2019,120.510002,120.900002,119.120003,120.440002,340200
108,12/4/2019,121.410004,123.650002,121.410004,123.129997,238700
108,12/5/2019,123.43,124.339996,123.279999,123.730003,395700
108,12/6/2019,125,125.900002,123.540001,123.839996,266100
108,12/9/2019,123.75,124.910004,123.080002,123.660004,359700
108,12/10/2019,124.32,125.040001,122.82,124.980003,246200
108,12/11/2019,125.18,126,124.480003,125.720001,232200
108,12/12/2019,125.660004,128,125.510002,126.120003,246300
108,12/13/2019,126.309998,126.769997,124.57,126.25,186000
108,12/16/2019,126.900002,127.760002,125.919998,126.269997,314400
108,12/17/2019,126.550003,126.889999,125.849998,126.720001,239300
108,12/18/2019,127,128.300003,126.050003,127.919998,308400
108,12/19/2019,127.589996,129.169998,127.349998,128.610001,300000
108,12/20/2019,128.779999,129.770004,127.510002,129.130005,1315500
108,12/23/2019,129.570007,129.570007,128.160004,129.110001,219300
108,12/24/2019,129.289993,129.580002,128.509995,128.929993,71500
108,12/26/2019,129.270004,130.419998,128.929993,130.309998,173500
108,12/27/2019,130.949997,131.270004,129.839996,130.559998,149900
108,12/30/2019,130.559998,130.940002,129.440002,129.630005,200300
108,12/31/2019,129.509995,131.020004,128.699997,128.759995,246100
108,1/2/2020,129.630005,129.779999,127.389999,129.229996,385300
108,1/3/2020,127.410004,128.869995,126.18,127.650002,189700
108,1/6/2020,126.089996,128.270004,125.660004,127.949997,212300
108,1/7/2020,127.360001,128.449997,127.050003,127.279999,211600
108,1/8/2020,127.190002,128.729996,127.110001,128.270004,162700
108,1/9/2020,129.190002,129.589996,127.459999,127.620003,171400
108,1/10/2020,127.529999,128.059998,126.25,126.879997,182500
108,1/13/2020,126.910004,128.110001,126.309998,128.070007,165300
108,1/14/2020,127.940002,129.839996,127.239998,128.669998,177900
108,1/15/2020,128.190002,129.320007,126.75,127.599998,311100
108,1/16/2020,128.419998,129.669998,127.82,128.699997,284200
108,1/17/2020,129.309998,129.729996,128.75,129.25,152400
108,1/21/2020,128.169998,129.009995,123.400002,123.699997,322800
108,1/22/2020,124.620003,126.139999,123.839996,124.440002,229200
108,1/23/2020,123.5,125.510002,122.059998,124.919998,220800
108,1/24/2020,125.349998,125.349998,120.93,122.269997,180300
108,1/27/2020,118.5,120.07,117.339996,119.059998,267100
108,1/28/2020,120.260002,123.220001,119.230003,122.559998,239900
108,1/29/2020,122.620003,124.019997,122.129997,123.440002,373600
108,1/30/2020,121.699997,124.230003,120.400002,124.059998,158900
108,1/31/2020,123.709999,123.900002,119.510002,120.239998,227700
108,2/3/2020,121.379997,123.82,121.379997,122.849998,204300
108,2/4/2020,125.690002,128.550003,124.900002,127.309998,266400
108,2/5/2020,129.25,129.339996,127.050003,127.639999,268500
108,2/6/2020,127.919998,128.289993,121.830002,122.449997,238800
108,2/7/2020,120.769997,122.389999,119.260002,120.010002,144900
108,2/10/2020,119.279999,121,119.279999,120.279999,160200
108,2/11/2020,121.510002,123.849998,120.970001,122.57,196000
108,2/12/2020,124.410004,126.57,123.269997,124.980003,170500
108,2/13/2020,123.839996,127.010002,122.470001,126.720001,189000
108,2/14/2020,126.690002,126.690002,124.059998,125.019997,168400
108,2/18/2020,125,125.510002,122.480003,123.110001,185900
108,2/19/2020,123.510002,127.620003,123.07,126.480003,263000
108,2/20/2020,125.809998,128.179993,125.260002,128.059998,175200
108,2/21/2020,127.510002,127.510002,123.010002,125.559998,201000
