sid,dat,open_value,high,low,close_value,volume
103,1/2/2019,1027.199951,1060.790039,1025.280029,1054.680054,1593400
103,1/3/2019,1050.670044,1066.26001,1022.369995,1025.469971,2098000
103,1/4/2019,1042.560059,1080,1036.859985,1078.069946,2301100
103,1/7/2019,1080.969971,1082.699951,1062.640015,1075.920044,2372300
103,1/8/2019,1086,1093.349976,1068.349976,1085.369995,1770700
103,1/9/2019,1087.98999,1091.640015,1074.369995,1081.650024,1349900
103,1/10/2019,1074.939941,1079.810059,1064.680054,1078.829956,1329900
103,1/11/2019,1069.900024,1073.369995,1056.430054,1064.469971,1543200
103,1/14/2019,1053.339966,1058.449951,1048.550049,1051.51001,1424500
103,1/15/2019,1058.01001,1088.27002,1054.439941,1086.51001,1875900
103,1/16/2019,1090,1102.359985,1088.01001,1089.51001,1914000
103,1/17/2019,1087.98999,1100.699951,1083.26001,1099.119995,1244800
103,1/18/2019,1108.589966,1118,1099.280029,1107.300049,2244600
103,1/22/2019,1096,1098.969971,1070.890015,1078.630005,1981600
103,1/23/2019,1086.859985,1092.949951,1067.569946,1084.410034,1259700
103,1/24/2019,1082.51001,1088,1070.02002,1084,1455700
103,1/25/2019,1094.22998,1103.359985,1091.800049,1101.51001,1163000
103,1/28/2019,1090.069946,1093.369995,1074.609985,1079.859985,1466700
103,1/29/2019,1081.040039,1084.72998,1066.02002,1070.060059,985200
103,1/30/2019,1077.359985,1099.52002,1076.640015,1097.98999,1472600
103,1/31/2019,1112.23999,1127.670044,1105.25,1125.890015,2011600
103,2/1/2019,1122.290039,1134.400024,1114.25,1118.619995,1655800
103,2/4/2019,1119.01001,1142.339966,1117.51001,1141.420044,3920400
103,2/5/2019,1129.630005,1152.77002,1123.599976,1151.869995,4114800
103,2/6/2019,1149.27002,1154,1118.359985,1122.890015,2412800
103,2/7/2019,1111.819946,1111.98999,1093.589966,1105.910034,1914900
103,2/8/2019,1094.880005,1105.099976,1094.23999,1102.380005,1088300
103,2/11/2019,1103.75,1113.430054,1100,1102.119995,924900
103,2/12/2019,1111.01001,1132.859985,1111.01001,1127.579956,1751800
103,2/13/2019,1133.040039,1142.849976,1126,1128.630005,1402100
103,2/14/2019,1125,1136.130005,1117.089966,1129.199951,1055300
103,2/15/2019,1139.300049,1139.300049,1116.719971,1119.630005,1391300
103,2/19/2019,1116.640015,1129.640015,1116.640015,1126.51001,1099000
103,2/20/2019,1128.880005,1130.930054,1111.75,1120.589966,1204500
103,2/21/2019,1118.780029,1119.150024,1097.97998,1104.209961,1663600
103,2/22/2019,1109.699951,1117.25,1100.5,1116.560059,1471800
103,2/25/2019,1121.930054,1125.400024,1114.109985,1117.329956,1310400
103,2/26/2019,1114.369995,1126.439941,1106.699951,1122.01001,1751300
103,2/27/2019,1114.01001,1125.72998,1108.560059,1122.890015,1104600
103,2/28/2019,1119,1133.98999,1118.410034,1126.550049,1371100
103,3/1/2019,1131,1150,1131,1148.52002,1704300
103,3/4/2019,1154.560059,1165.52002,1138.25,1153.420044,1774500
103,3/5/2019,1156,1176.48999,1153.02002,1169.189941,2004700
103,3/6/2019,1171.76001,1174.73999,1163.050049,1164.939941,1180100
103,3/7/2019,1160.5,1163.579956,1141.709961,1150.849976,1504300
103,3/8/2019,1133.900024,1153.449951,1130.199951,1149.969971,1184700
103,3/11/2019,1152,1179.910034,1151.569946,1179.26001,1501600
103,3/12/2019,1182.300049,1205.709961,1182.300049,1197.25,2111000
103,3/13/2019,1205.930054,1207.119995,1197.910034,1199.060059,1294400
103,3/14/2019,1199.02002,1204.699951,1191.22998,1192.530029,1365100
103,3/15/2019,1198,1201.719971,1187.01001,1190.300049,2594300
103,3/18/2019,1189.689941,1194.949951,1181.47998,1188.550049,1222100
103,3/19/2019,1191.719971,1203.410034,1189.459961,1202.459961,1489400
103,3/20/2019,1201.400024,1229.98999,1199.589966,1226.430054,2075400
103,3/21/2019,1220,1236.439941,1216.579956,1236.130005,1407500
103,3/22/2019,1228.849976,1233.630005,1206,1207.650024,1721100
103,3/25/2019,1199.560059,1209.439941,1190,1197.380005,1378800
103,3/26/2019,1205.189941,1207.650024,1181.76001,1189.839966,1537600
103,3/27/2019,1191.920044,1191.920044,1164.22998,1178.01001,1471400
103,3/28/2019,1175.5,1177.25,1163.430054,1172.27002,1120100
103,3/29/2019,1180.180054,1183.969971,1166.380005,1176.890015,1544500
103,4/1/2019,1187.540039,1200.199951,1186.359985,1198.97998,1385300
103,4/2/2019,1200.050049,1205.810059,1191.23999,1205.540039,914400
103,4/3/2019,1212.699951,1220.599976,1205.079956,1210.810059,1109600
103,4/4/2019,1211.290039,1220.550049,1209.040039,1219.449951,1051100
103,4/5/2019,1219.300049,1220.390015,1210.030029,1211.449951,1000600
103,4/8/2019,1211.109985,1213.949951,1204.699951,1208.280029,1087500
103,4/9/2019,1201.890015,1207.150024,1198.380005,1202.689941,983400
103,4/10/2019,1205.089966,1208.939941,1200.660034,1206.449951,775500
103,4/11/2019,1208.900024,1212.73999,1204.540039,1209.589966,849900
103,4/12/2019,1215.619995,1223.050049,1213.290039,1222.72998,1215600
103,4/15/2019,1224.089966,1229.300049,1214.560059,1226.530029,1189800
103,4/16/2019,1230,1235.97998,1225.040039,1231.910034,1131100
103,4/17/2019,1237,1245.099976,1232.900024,1240.140015,1518300
103,4/18/2019,1245,1245.939941,1239.410034,1241.469971,1237500
103,4/22/2019,1236.670044,1254.339966,1233.369995,1253.76001,954200
103,4/23/2019,1256.640015,1274.430054,1251.969971,1270.589966,1593400
103,4/24/2019,1270.589966,1274,1259.810059,1260.050049,1169800
103,4/25/2019,1270.300049,1272.800049,1258,1267.339966,1567200
103,4/26/2019,1273.380005,1278.910034,1265,1277.420044,1361400
103,4/29/2019,1280.51001,1296.969971,1271.709961,1296.199951,3618400
103,4/30/2019,1190.630005,1200.97998,1183,1198.959961,6658900
103,5/1/2019,1197.5,1199.25,1171.680054,1173.319946,3717000
103,5/2/2019,1172.599976,1179.380005,1158.329956,1166.51001,2254900
103,5/3/2019,1177.410034,1191.400024,1173.550049,1189.550049,2079400
103,5/6/2019,1172,1195.430054,1171.160034,1193.459961,1588700
103,5/7/2019,1185.810059,1194.77002,1165,1178.859985,1830200
103,5/8/2019,1177.290039,1184.27002,1167.630005,1170.780029,1276000
103,5/9/2019,1162.599976,1174.069946,1154.640015,1167.969971,1477800
103,5/10/2019,1168.839966,1176.280029,1146.369995,1167.640015,1582500
103,5/13/2019,1145.23999,1151.969971,1125.5,1136.589966,2281300
103,5/14/2019,1142.319946,1144.869995,1123.530029,1124.859985,2019600
103,5/15/2019,1122.550049,1178.300049,1121.400024,1170.800049,2965100
103,5/16/2019,1171.839966,1194.160034,1168.449951,1184.5,1765400
103,5/17/2019,1175.829956,1186.290039,1166.420044,1168.780029,1268100
103,5/20/2019,1153,1153,1138.140015,1144.660034,1530100
103,5/21/2019,1154.47998,1158,1143.310059,1154.439941,1028100
103,5/22/2019,1151.25,1163.780029,1151,1155.849976,941300
103,5/23/2019,1146.069946,1150.050049,1133.160034,1145.339966,1260700
103,5/24/2019,1152,1154.359985,1136.709961,1138.609985,927700
103,5/28/2019,1141.47998,1156.48999,1138.670044,1139.560059,1047400
103,5/29/2019,1132.699951,1135,1111.949951,1119.939941,1811500
