sid,dat,open_value,high,low,close_value,volume
102,1/2/2019,128.990005,137.509995,128.559998,135.679993,28146200
102,1/3/2019,134.690002,137.169998,131.119995,131.740005,22717900
102,1/4/2019,134.009995,138,133.75,137.949997,29002100
102,1/7/2019,137.559998,138.869995,135.910004,138.050003,20089300
102,1/8/2019,139.889999,143.139999,139.539993,142.529999,26263800
102,1/9/2019,142.949997,144.699997,141.270004,144.229996,22205900
102,1/10/2019,143.080002,144.559998,140.839996,144.199997,16125000
102,1/11/2019,143.149994,145.360001,142.570007,143.800003,12908000
102,1/14/2019,142,146.570007,141.270004,145.389999,20520300
102,1/15/2019,146.009995,150.679993,145.990005,148.949997,24069000
102,1/16/2019,149,149.649994,147,147.539993,18025700
102,1/17/2019,146.949997,149,146.5,148.300003,15787900
102,1/18/2019,149.75,152.429993,148.550003,150.039993,31029600
102,1/22/2019,149.199997,151.529999,146.369995,147.570007,22378700
102,1/23/2019,148.279999,148.800003,143.059998,144.300003,20098400
102,1/24/2019,144.639999,146.440002,142.520004,145.830002,20955500
102,1/25/2019,147.479996,149.830002,146.539993,149.009995,22237200
102,1/28/2019,148.050003,148.960007,146.210007,147.470001,15508500
102,1/29/2019,148.089996,148.100006,143.429993,144.190002,17632100
102,1/30/2019,146.220001,150.949997,145.699997,150.419998,44613200
102,1/31/2019,165.600006,171.679993,165,166.690002,77233600
102,2/1/2019,165.839996,169.100006,165.660004,165.710007,30806500
102,2/4/2019,165.699997,169.300003,163.619995,169.25,20036000
102,2/5/2019,169.149994,171.979996,168.690002,171.160004,22557000
102,2/6/2019,171.199997,172.470001,169.270004,170.490005,13281200
102,2/7/2019,168.199997,169.240005,165.25,166.380005,17517600
102,2/8/2019,164.470001,167.369995,164.210007,167.330002,12561400
102,2/11/2019,167.899994,168.300003,165.080002,165.789993,12811200
102,2/12/2019,166.860001,168.339996,164.5,165.039993,16292300
102,2/13/2019,165.380005,166.220001,163.729996,164.070007,14205100
102,2/14/2019,163.190002,164.869995,162.25,163.949997,12755200
102,2/15/2019,164.509995,164.699997,160.860001,162.5,15504400
102,2/19/2019,160.5,164.149994,160.330002,162.289993,14345400
102,2/20/2019,162.25,163.720001,161.25,162.559998,11770700
102,2/21/2019,161.929993,162.240005,159.589996,160.039993,15607800
102,2/22/2019,160.580002,162.410004,160.309998,161.889999,15858500
102,2/25/2019,163.070007,166.070007,162.899994,164.619995,18737100
102,2/26/2019,164.339996,166.240005,163.800003,164.130005,13784100
102,2/27/2019,162.899994,163.929993,160.410004,162.809998,12697500
102,2/28/2019,162.369995,163.5,160.860001,161.449997,11114200
102,3/1/2019,162.600006,163.130005,161.690002,162.279999,11097800
102,3/4/2019,163.899994,167.5,163.830002,167.369995,18894700
102,3/5/2019,167.369995,171.880005,166.550003,171.259995,28187900
102,3/6/2019,172.899994,173.570007,171.270004,172.509995,21531700
102,3/7/2019,171.5,171.740005,167.610001,169.130005,18306500
102,3/8/2019,166.199997,169.619995,165.970001,169.600006,13184800
102,3/11/2019,171.600006,174.300003,171.580002,172.070007,18884000
102,3/12/2019,172.089996,173.800003,171.220001,171.919998,12155300
102,3/13/2019,172.320007,174.029999,172.119995,173.369995,11973300
102,3/14/2019,169.759995,171.149994,168.160004,170.169998,18037400
102,3/15/2019,167.160004,167.580002,162.509995,165.979996,37135400
102,3/18/2019,163.570007,163.899994,159.279999,160.470001,37524200
102,3/19/2019,161.479996,163.820007,160.820007,161.570007,25611500
102,3/20/2019,161.5,166.119995,161.240005,165.440002,20211500
102,3/21/2019,164.889999,166.389999,163.75,166.080002,16223000
102,3/22/2019,165.649994,167.419998,164.089996,164.339996,16389200
